Category,Start time,End time
Screen ,2015-09-25 19:32:37,2015-09-25 19:32:46
Screen ,2015-09-25 19:30:54,2015-09-25 19:31:18
Screen ,2015-09-25 19:28:40,2015-09-25 19:28:56
Driving,2015-09-25 19:28:21,2015-09-25 20:01:59
Screen ,2015-09-25 19:17:56,2015-09-25 19:23:33
Screen ,2015-09-25 19:09:18,2015-09-25 19:09:30
Screen ,2015-09-25 19:05:56,2015-09-25 19:06:05
Driving,2015-09-25 19:02:15,2015-09-25 19:05:19
Screen ,2015-09-25 18:55:41,2015-09-25 18:56:10
Driving,2015-09-25 18:35:19,2015-09-25 18:42:37
Screen ,2015-09-25 18:33:03,2015-09-25 18:33:17
Screen ,2015-09-25 18:31:53,2015-09-25 18:32:41
Screen ,2015-09-25 18:18:56,2015-09-25 18:19:08
Screen ,2015-09-25 18:18:05,2015-09-25 18:18:26
Screen ,2015-09-25 17:55:04,2015-09-25 17:55:26
Screen ,2015-09-25 17:37:05,2015-09-25 17:37:10
Screen ,2015-09-25 17:36:49,2015-09-25 17:37:03
Screen ,2015-09-25 17:32:00,2015-09-25 17:32:33
Screen ,2015-09-25 17:30:10,2015-09-25 17:31:59
Screen ,2015-09-25 17:29:18,2015-09-25 17:29:49
Driving,2015-09-25 17:27:43,2015-09-25 17:29:25
Screen ,2015-09-25 17:25:11,2015-09-25 17:27:17
Screen ,2015-09-25 17:24:42,2015-09-25 17:24:51
Screen ,2015-09-25 17:22:38,2015-09-25 17:23:43
Screen ,2015-09-25 17:21:26,2015-09-25 17:21:33
Screen ,2015-09-25 17:20:42,2015-09-25 17:20:46
Screen ,2015-09-25 17:19:32,2015-09-25 17:19:46
Screen ,2015-09-25 17:17:45,2015-09-25 17:18:02
Screen ,2015-09-25 17:13:23,2015-09-25 17:13:42
Screen ,2015-09-25 17:11:14,2015-09-25 17:11:38
Screen ,2015-09-25 17:04:16,2015-09-25 17:04:34
Screen ,2015-09-25 17:02:42,2015-09-25 17:02:54
Driving,2015-09-25 16:41:32,2015-09-25 17:22:41
Screen ,2015-09-25 16:40:57,2015-09-25 16:41:41
Screen ,2015-09-25 16:40:10,2015-09-25 16:40:22
Screen ,2015-09-25 16:38:49,2015-09-25 16:40:02
Screen ,2015-09-25 16:37:28,2015-09-25 16:37:36
Screen ,2015-09-25 16:36:15,2015-09-25 16:36:33
Screen ,2015-09-25 16:05:16,2015-09-25 16:05:54
Screen ,2015-09-25 15:42:36,2015-09-25 15:42:44
Screen ,2015-09-25 15:41:15,2015-09-25 15:41:20
Screen ,2015-09-25 15:40:46,2015-09-25 15:41:13
Screen ,2015-09-25 14:42:44,2015-09-25 14:43:25
Screen ,2015-09-25 14:33:13,2015-09-25 14:34:08
Screen ,2015-09-25 14:08:36,2015-09-25 14:08:50
Screen ,2015-09-25 13:59:42,2015-09-25 13:59:57
Screen ,2015-09-25 13:48:58,2015-09-25 13:49:19
Screen ,2015-09-25 13:45:39,2015-09-25 13:47:22
Screen ,2015-09-25 13:45:03,2015-09-25 13:45:38
Screen ,2015-09-25 13:40:12,2015-09-25 13:41:08
Screen ,2015-09-25 13:26:32,2015-09-25 13:27:08
Screen ,2015-09-25 13:25:13,2015-09-25 13:25:59
Screen ,2015-09-25 13:24:36,2015-09-25 13:24:57
Screen ,2015-09-25 13:24:02,2015-09-25 13:24:27
Screen ,2015-09-25 13:22:33,2015-09-25 13:23:17
Screen ,2015-09-25 12:58:54,2015-09-25 12:59:00
Screen ,2015-09-25 12:40:42,2015-09-25 12:40:49
Screen ,2015-09-25 12:24:12,2015-09-25 12:24:18
Screen ,2015-09-25 12:22:10,2015-09-25 12:22:32
Screen ,2015-09-25 12:21:45,2015-09-25 12:21:55
Screen ,2015-09-25 12:18:25,2015-09-25 12:19:02
Screen ,2015-09-25 12:11:14,2015-09-25 12:12:16
Screen ,2015-09-25 12:01:09,2015-09-25 12:02:05
Screen ,2015-09-25 12:00:21,2015-09-25 12:00:57
Screen ,2015-09-25 11:57:38,2015-09-25 11:57:59
Screen ,2015-09-25 11:49:47,2015-09-25 11:49:58
Screen ,2015-09-25 11:48:33,2015-09-25 11:49:04
Screen ,2015-09-25 11:32:20,2015-09-25 11:34:07
Screen ,2015-09-25 11:00:26,2015-09-25 11:01:01
Screen ,2015-09-25 10:58:00,2015-09-25 10:59:22
Screen ,2015-09-25 10:52:56,2015-09-25 10:53:15
Screen ,2015-09-25 10:46:53,2015-09-25 10:47:02
Screen ,2015-09-25 10:46:22,2015-09-25 10:46:32
Screen ,2015-09-25 10:45:29,2015-09-25 10:45:57
Screen ,2015-09-25 10:44:35,2015-09-25 10:45:02
Screen ,2015-09-25 10:44:01,2015-09-25 10:44:27
Screen ,2015-09-25 10:29:36,2015-09-25 10:29:50
Screen ,2015-09-25 10:16:56,2015-09-25 10:17:08
Screen ,2015-09-25 10:05:38,2015-09-25 10:05:50
Screen ,2015-09-25 10:03:11,2015-09-25 10:03:36
Screen ,2015-09-25 09:07:01,2015-09-25 09:07:40
Screen ,2015-09-25 09:06:30,2015-09-25 09:06:36
Screen ,2015-09-25 09:05:46,2015-09-25 09:05:59
Screen ,2015-09-25 09:05:09,2015-09-25 09:05:34
Screen ,2015-09-25 08:51:02,2015-09-25 08:52:23
Screen ,2015-09-25 08:50:07,2015-09-25 08:51:00
Screen ,2015-09-25 08:42:53,2015-09-25 08:43:16
Screen ,2015-09-25 08:42:30,2015-09-25 08:42:47
Screen ,2015-09-25 08:42:05,2015-09-25 08:42:21
Screen ,2015-09-25 08:41:06,2015-09-25 08:41:56
Screen ,2015-09-25 08:40:44,2015-09-25 08:40:50
Screen ,2015-09-25 08:39:26,2015-09-25 08:40:06
WORK,2015-09-25 08:37:29,2015-09-25 16:39:52
Screen ,2015-09-25 08:37:15,2015-09-25 08:37:40
Driving,2015-09-25 08:26:08,2015-09-25 08:37:07
Screen ,2015-09-25 08:19:42,2015-09-25 08:21:11
Screen ,2015-09-25 08:16:20,2015-09-25 08:19:41
Screen ,2015-09-25 08:14:27,2015-09-25 08:15:44
Screen ,2015-09-25 08:03:52,2015-09-25 08:04:21
Screen ,2015-09-25 08:00:10,2015-09-25 08:00:38
Screen ,2015-09-25 07:55:52,2015-09-25 07:56:18
Screen ,2015-09-25 07:41:02,2015-09-25 07:41:39
Screen ,2015-09-25 07:26:47,2015-09-25 07:27:19
Screen ,2015-09-25 07:26:42,2015-09-25 07:26:46
Screen ,2015-09-25 07:22:34,2015-09-25 07:23:03
Screen ,2015-09-25 07:22:24,2015-09-25 07:22:33
Screen ,2015-09-25 07:15:08,2015-09-25 07:15:40
Screen ,2015-09-25 07:02:59,2015-09-25 07:03:16
Screen ,2015-09-25 06:28:54,2015-09-25 06:29:43
Screen ,2015-09-25 06:14:35,2015-09-25 06:15:14
Screen ,2015-09-25 06:03:21,2015-09-25 06:03:49
Screen ,2015-09-25 05:45:14,2015-09-25 05:51:58
Screen ,2015-09-25 05:40:59,2015-09-25 05:45:13
Screen ,2015-09-25 05:39:21,2015-09-25 05:40:58
Screen ,2015-09-25 05:37:41,2015-09-25 05:39:20
Screen ,2015-09-25 05:36:17,2015-09-25 05:37:39
Screen ,2015-09-25 05:30:02,2015-09-25 05:36:16
Screen ,2015-09-25 00:49:21,2015-09-25 00:55:20
Screen ,2015-09-25 00:05:04,2015-09-25 00:49:13
Screen ,2015-09-25 00:04:22,2015-09-25 00:04:57
Screen ,2015-09-25 00:01:14,2015-09-25 00:04:21
Screen ,2015-09-24 23:48:00,2015-09-24 23:50:43
Screen ,2015-09-24 23:35:25,2015-09-24 23:47:39
Home ,2015-09-24 23:33:13,2015-09-25 08:26:56
Screen ,2015-09-24 23:22:48,2015-09-24 23:23:05
Screen ,2015-09-24 23:14:07,2015-09-24 23:14:16
Driving,2015-09-24 23:13:08,2015-09-24 23:32:59
Screen ,2015-09-24 23:13:01,2015-09-24 23:13:25
Screen ,2015-09-24 23:11:36,2015-09-24 23:11:41
Screen ,2015-09-24 23:10:02,2015-09-24 23:11:07
Screen ,2015-09-24 23:09:11,2015-09-24 23:09:56
Screen ,2015-09-24 21:22:44,2015-09-24 21:22:50
Screen ,2015-09-24 21:15:32,2015-09-24 21:17:24
Screen ,2015-09-24 21:10:48,2015-09-24 21:11:01
Screen ,2015-09-24 21:08:04,2015-09-24 21:08:46
Screen ,2015-09-24 21:06:09,2015-09-24 21:06:54
Screen ,2015-09-24 21:05:31,2015-09-24 21:06:08
Driving,2015-09-24 20:45:44,2015-09-24 21:04:59
Screen ,2015-09-24 20:17:14,2015-09-24 20:17:52
Screen ,2015-09-24 19:46:08,2015-09-24 19:47:39
Screen ,2015-09-24 19:45:26,2015-09-24 19:45:32
Screen ,2015-09-24 18:20:09,2015-09-24 18:20:14
Screen ,2015-09-24 18:04:06,2015-09-24 18:04:20
Screen ,2015-09-24 18:03:44,2015-09-24 18:04:01
Screen ,2015-09-24 18:03:38,2015-09-24 18:03:41
Screen ,2015-09-24 18:01:23,2015-09-24 18:03:34
Screen ,2015-09-24 17:59:14,2015-09-24 18:00:49
Screen ,2015-09-24 17:55:32,2015-09-24 17:57:14
Screen ,2015-09-24 17:55:22,2015-09-24 17:55:30
Screen ,2015-09-24 17:52:48,2015-09-24 17:55:05
Screen ,2015-09-24 17:46:31,2015-09-24 17:48:26
Screen ,2015-09-24 17:45:20,2015-09-24 17:46:16
Screen ,2015-09-24 17:37:28,2015-09-24 17:43:33
Screen ,2015-09-24 17:35:52,2015-09-24 17:37:20
Screen ,2015-09-24 17:34:19,2015-09-24 17:34:24
Screen ,2015-09-24 17:32:54,2015-09-24 17:33:18
Screen ,2015-09-24 17:31:25,2015-09-24 17:31:59
Screen ,2015-09-24 17:21:03,2015-09-24 17:21:17
Screen ,2015-09-24 17:18:21,2015-09-24 17:21:02
Screen ,2015-09-24 17:15:46,2015-09-24 17:18:08
Screen ,2015-09-24 17:11:59,2015-09-24 17:15:36
Screen ,2015-09-24 17:10:40,2015-09-24 17:11:58
Screen ,2015-09-24 17:08:50,2015-09-24 17:09:50
Screen ,2015-09-24 17:07:42,2015-09-24 17:07:54
Screen ,2015-09-24 17:06:23,2015-09-24 17:07:01
Home ,2015-09-24 17:06:10,2015-09-24 20:46:28
Screen ,2015-09-24 16:59:22,2015-09-24 16:59:45
Screen ,2015-09-24 16:58:27,2015-09-24 16:58:28
Screen ,2015-09-24 16:52:43,2015-09-24 16:53:46
Driving,2015-09-24 16:51:04,2015-09-24 17:06:19
Screen ,2015-09-24 16:50:17,2015-09-24 16:50:51
Screen ,2015-09-24 16:49:14,2015-09-24 16:49:41
Screen ,2015-09-24 16:48:56,2015-09-24 16:49:00
Screen ,2015-09-24 16:43:47,2015-09-24 16:44:06
Screen ,2015-09-24 16:31:04,2015-09-24 16:31:24
Screen ,2015-09-24 16:13:41,2015-09-24 16:13:56
Screen ,2015-09-24 16:08:31,2015-09-24 16:08:39
Screen ,2015-09-24 15:58:01,2015-09-24 15:58:12
Screen ,2015-09-24 15:55:10,2015-09-24 15:55:29
Screen ,2015-09-24 15:48:53,2015-09-24 15:49:06
Screen ,2015-09-24 15:48:33,2015-09-24 15:48:41
Screen ,2015-09-24 15:42:35,2015-09-24 15:43:05
Screen ,2015-09-24 15:41:34,2015-09-24 15:41:39
Screen ,2015-09-24 15:36:35,2015-09-24 15:37:20
Screen ,2015-09-24 15:35:36,2015-09-24 15:35:59
Screen ,2015-09-24 15:19:53,2015-09-24 15:20:24
Screen ,2015-09-24 15:16:02,2015-09-24 15:16:19
Screen ,2015-09-24 15:09:36,2015-09-24 15:09:45
Screen ,2015-09-24 15:05:28,2015-09-24 15:05:38
Screen ,2015-09-24 15:01:45,2015-09-24 15:01:57
Screen ,2015-09-24 14:57:19,2015-09-24 14:58:22
Screen ,2015-09-24 14:56:27,2015-09-24 14:56:53
Screen ,2015-09-24 14:47:00,2015-09-24 14:47:04
Screen ,2015-09-24 14:46:22,2015-09-24 14:46:38
Screen ,2015-09-24 14:45:39,2015-09-24 14:46:13
Screen ,2015-09-24 14:43:29,2015-09-24 14:44:13
Screen ,2015-09-24 14:27:26,2015-09-24 14:27:59
Screen ,2015-09-24 13:27:50,2015-09-24 13:28:02
Screen ,2015-09-24 12:33:54,2015-09-24 12:35:04
Screen ,2015-09-24 12:11:55,2015-09-24 12:11:59
Screen ,2015-09-24 12:05:48,2015-09-24 12:05:52
Screen ,2015-09-24 11:49:10,2015-09-24 11:49:16
Screen ,2015-09-24 11:46:48,2015-09-24 11:47:07
Screen ,2015-09-24 11:32:02,2015-09-24 11:33:11
Screen ,2015-09-24 11:31:50,2015-09-24 11:31:57
Screen ,2015-09-24 11:11:18,2015-09-24 11:11:25
Screen ,2015-09-24 11:07:31,2015-09-24 11:07:52
Screen ,2015-09-24 10:25:57,2015-09-24 10:26:12
Screen ,2015-09-24 10:06:44,2015-09-24 10:06:47
Screen ,2015-09-24 10:03:43,2015-09-24 10:03:50
Screen ,2015-09-24 09:59:53,2015-09-24 10:00:18
Screen ,2015-09-24 08:47:26,2015-09-24 08:49:48
Screen ,2015-09-24 08:47:25,2015-09-24 08:47:25
Screen ,2015-09-24 08:44:10,2015-09-24 08:44:45
Screen ,2015-09-24 08:44:06,2015-09-24 08:44:09
Screen ,2015-09-24 08:43:30,2015-09-24 08:43:52
WORK,2015-09-24 08:43:26,2015-09-24 16:44:02
Driving,2015-09-24 08:33:20,2015-09-24 08:42:47
Screen ,2015-09-24 08:30:41,2015-09-24 08:43:04
Screen ,2015-09-24 08:23:32,2015-09-24 08:25:24
Screen ,2015-09-24 08:20:46,2015-09-24 08:23:31
Screen ,2015-09-24 08:07:33,2015-09-24 08:20:07
Screen ,2015-09-24 07:54:42,2015-09-24 07:54:43
Screen ,2015-09-24 07:52:18,2015-09-24 07:54:08
Screen ,2015-09-24 07:46:09,2015-09-24 07:51:56
Screen ,2015-09-24 07:42:00,2015-09-24 07:45:44
Screen ,2015-09-24 07:40:54,2015-09-24 07:41:46
Screen ,2015-09-24 07:20:36,2015-09-24 07:40:34
Screen ,2015-09-24 07:10:13,2015-09-24 07:20:00
Screen ,2015-09-24 07:00:33,2015-09-24 07:10:00
Screen ,2015-09-24 07:00:12,2015-09-24 07:00:20
Screen ,2015-09-24 05:46:17,2015-09-24 05:46:19
Screen ,2015-09-23 23:47:10,2015-09-23 23:52:10
Screen ,2015-09-23 23:45:52,2015-09-23 23:46:02
Screen ,2015-09-23 23:44:17,2015-09-23 23:45:27
Home ,2015-09-23 23:41:58,2015-09-24 08:34:04
Screen ,2015-09-23 23:20:38,2015-09-23 23:44:12
Driving,2015-09-23 23:20:05,2015-09-23 23:41:22
Screen ,2015-09-23 23:19:44,2015-09-23 23:20:27
Screen ,2015-09-23 23:14:45,2015-09-23 23:19:29
Screen ,2015-09-23 23:11:30,2015-09-23 23:14:44
Screen ,2015-09-23 23:05:42,2015-09-23 23:10:55
Screen ,2015-09-23 21:39:32,2015-09-23 23:05:41
Screen ,2015-09-23 21:23:19,2015-09-23 21:39:28
Screen ,2015-09-23 21:19:14,2015-09-23 21:23:11
Screen ,2015-09-23 21:15:41,2015-09-23 21:18:02
Screen ,2015-09-23 21:13:41,2015-09-23 21:15:36
Screen ,2015-09-23 21:13:06,2015-09-23 21:13:40
Screen ,2015-09-23 21:11:32,2015-09-23 21:12:35
Screen ,2015-09-23 21:10:40,2015-09-23 21:11:21
Screen ,2015-09-23 21:01:11,2015-09-23 21:10:26
Screen ,2015-09-23 20:55:12,2015-09-23 21:01:06
Screen ,2015-09-23 20:51:04,2015-09-23 20:55:09
Screen ,2015-09-23 20:50:05,2015-09-23 20:51:04
Screen ,2015-09-23 20:49:50,2015-09-23 20:49:56
Driving,2015-09-23 20:49:18,2015-09-23 21:10:35
Screen ,2015-09-23 20:46:35,2015-09-23 20:49:20
Screen ,2015-09-23 19:58:02,2015-09-23 20:04:02
Screen ,2015-09-23 19:57:42,2015-09-23 19:57:43
Home ,2015-09-23 16:50:05,2015-09-23 20:50:43
WORK,2015-09-23 16:41:13,2015-09-23 16:51:17
Driving,2015-09-23 16:41:13,2015-09-23 16:50:06
Driving,2015-09-23 16:39:10,2015-09-23 16:41:12
WORK,2015-09-23 08:52:49,2015-09-23 16:41:12
WORK,2015-09-23 08:48:01,2015-09-23 08:52:49
WORK,2015-09-23 08:46:25,2015-09-23 08:48:00
Driving,2015-09-23 08:28:14,2015-09-23 08:39:25
Home ,2015-09-22 18:15:55,2015-09-23 08:29:00
Home ,2015-09-22 17:35:19,2015-09-22 18:10:38
Home ,2015-09-22 17:05:08,2015-09-22 17:35:18
GYM,2015-09-22 16:54:05,2015-09-22 16:54:05
Driving,2015-09-22 16:46:05,2015-09-22 16:57:05
WORK,2015-09-22 08:55:47,2015-09-22 16:50:31
