Category,Start time,End time
Screen ,2015-09-29 08:54:33,2015-09-29 08:54:56
Screen ,2015-09-29 08:24:30,2015-09-29 08:24:38
Screen ,2015-09-29 08:24:21,2015-09-29 08:24:29
Screen ,2015-09-29 08:23:56,2015-09-29 08:24:11
Screen ,2015-09-29 08:23:24,2015-09-29 08:23:51
Screen ,2015-09-29 07:43:52,2015-09-29 07:43:57
WORK,2015-09-29 07:31:12,2015-09-29 16:32:53
Screen ,2015-09-29 07:31:08,2015-09-29 07:31:19
Screen ,2015-09-29 07:29:35,2015-09-29 07:30:27
Driving,2015-09-29 07:18:58,2015-09-29 07:27:50
Screen ,2015-09-29 06:56:25,2015-09-29 06:56:31
Screen ,2015-09-29 06:56:04,2015-09-29 06:56:16
Screen ,2015-09-29 06:49:23,2015-09-29 06:49:39
Screen ,2015-09-29 06:46:43,2015-09-29 06:46:54
Screen ,2015-09-29 06:32:02,2015-09-29 06:32:49
Sportrock,2015-09-29 06:25:45,2015-09-29 06:56:28
Screen ,2015-09-29 06:25:24,2015-09-29 06:25:50
Screen ,2015-09-29 06:24:36,2015-09-29 06:24:37
Screen ,2015-09-29 06:23:37,2015-09-29 06:23:43
Screen ,2015-09-29 06:22:29,2015-09-29 06:23:31
Home ,2015-09-29 06:14:08,2015-09-29 06:14:27
Screen ,2015-09-29 06:14:00,2015-09-29 06:14:01
Driving,2015-09-29 06:13:55,2015-09-29 06:21:45
Driving,2015-09-29 06:13:25,2015-09-29 06:13:55
Screen ,2015-09-29 06:11:26,2015-09-29 06:11:28
Screen ,2015-09-29 06:06:25,2015-09-29 06:08:13
Screen ,2015-09-29 06:04:32,2015-09-29 06:06:24
Screen ,2015-09-29 06:03:04,2015-09-29 06:04:30
Screen ,2015-09-29 06:01:10,2015-09-29 06:01:32
Screen ,2015-09-29 05:47:12,2015-09-29 05:57:46
Screen ,2015-09-29 05:44:24,2015-09-29 05:47:11
Screen ,2015-09-29 05:39:20,2015-09-29 05:44:23
Screen ,2015-09-29 05:38:25,2015-09-29 05:39:20
Screen ,2015-09-29 05:37:45,2015-09-29 05:38:25
Screen ,2015-09-29 05:36:09,2015-09-29 05:37:44
Screen ,2015-09-29 05:35:51,2015-09-29 05:36:08
Screen ,2015-09-29 05:30:03,2015-09-29 05:35:46
Home ,2015-09-28 22:10:15,2015-09-29 06:13:50
Screen ,2015-09-28 21:47:39,2015-09-28 21:50:24
Screen ,2015-09-28 21:46:45,2015-09-28 21:47:34
Screen ,2015-09-28 21:39:02,2015-09-28 21:39:06
Home ,2015-09-28 21:36:33,2015-09-28 22:10:00
Screen ,2015-09-28 21:36:21,2015-09-28 21:38:55
Driving,2015-09-28 21:17:16,2015-09-28 21:36:26
Screen ,2015-09-28 21:16:56,2015-09-28 21:24:52
Driving,2015-09-28 21:16:55,2015-09-28 21:17:13
Screen ,2015-09-28 21:16:24,2015-09-28 21:16:50
Screen ,2015-09-28 21:14:39,2015-09-28 21:15:00
Screen ,2015-09-28 21:08:49,2015-09-28 21:10:51
Screen ,2015-09-28 20:50:43,2015-09-28 20:51:07
Screen ,2015-09-28 20:43:59,2015-09-28 20:44:10
Screen ,2015-09-28 20:37:43,2015-09-28 20:37:51
Screen ,2015-09-28 20:29:06,2015-09-28 20:29:11
Screen ,2015-09-28 20:27:25,2015-09-28 20:27:58
Screen ,2015-09-28 20:21:55,2015-09-28 20:22:04
Screen ,2015-09-28 20:12:25,2015-09-28 20:13:17
Screen ,2015-09-28 20:10:16,2015-09-28 20:11:13
Screen ,2015-09-28 20:08:17,2015-09-28 20:09:20
Screen ,2015-09-28 20:07:28,2015-09-28 20:08:11
Screen ,2015-09-28 20:02:07,2015-09-28 20:06:44
Screen ,2015-09-28 20:00:56,2015-09-28 20:01:29
Screen ,2015-09-28 19:58:44,2015-09-28 20:00:34
Screen ,2015-09-28 19:02:57,2015-09-28 19:04:24
Screen ,2015-09-28 18:59:24,2015-09-28 18:59:26
Screen ,2015-09-28 18:58:55,2015-09-28 18:59:11
Screen ,2015-09-28 18:57:45,2015-09-28 18:58:00
Driving,2015-09-28 18:38:27,2015-09-28 18:57:48
Screen ,2015-09-28 18:34:58,2015-09-28 18:56:55
Screen ,2015-09-28 18:32:05,2015-09-28 18:34:50
Screen ,2015-09-28 18:30:44,2015-09-28 18:31:55
Driving,2015-09-28 18:30:25,2015-09-28 18:35:02
Screen ,2015-09-28 18:30:00,2015-09-28 18:30:42
Screen ,2015-09-28 18:13:58,2015-09-28 18:29:23
Screen ,2015-09-28 17:53:04,2015-09-28 18:11:30
Screen ,2015-09-28 17:47:11,2015-09-28 17:48:25
Screen ,2015-09-28 17:42:51,2015-09-28 17:43:28
Screen ,2015-09-28 17:42:20,2015-09-28 17:42:34
Screen ,2015-09-28 17:40:38,2015-09-28 17:40:41
Home ,2015-09-28 17:38:30,2015-09-28 18:31:52
Screen ,2015-09-28 17:38:00,2015-09-28 17:38:31
Screen ,2015-09-28 17:37:48,2015-09-28 17:37:56
Driving,2015-09-28 17:33:16,2015-09-28 17:37:52
Screen ,2015-09-28 17:33:16,2015-09-28 17:33:26
Screen ,2015-09-28 17:31:06,2015-09-28 17:31:26
Screen ,2015-09-28 17:29:33,2015-09-28 17:29:39
Screen ,2015-09-28 17:27:38,2015-09-28 17:28:02
Screen ,2015-09-28 17:23:44,2015-09-28 17:24:10
Screen ,2015-09-28 17:22:38,2015-09-28 17:22:53
Screen ,2015-09-28 17:19:41,2015-09-28 17:20:04
Screen ,2015-09-28 17:18:38,2015-09-28 17:19:23
Screen ,2015-09-28 17:09:36,2015-09-28 17:09:37
GYM,2015-09-28 17:08:40,2015-09-28 17:31:21
Screen ,2015-09-28 17:08:31,2015-09-28 17:08:42
Screen ,2015-09-28 17:03:50,2015-09-28 17:03:59
Screen ,2015-09-28 16:59:29,2015-09-28 16:59:36
Driving,2015-09-28 16:56:27,2015-09-28 17:03:54
Screen ,2015-09-28 16:54:36,2015-09-28 16:54:57
Screen ,2015-09-28 16:53:40,2015-09-28 16:53:50
Screen ,2015-09-28 16:53:22,2015-09-28 16:53:39
Screen ,2015-09-28 16:42:02,2015-09-28 16:45:52
Screen ,2015-09-28 14:46:48,2015-09-28 14:47:32
Screen ,2015-09-28 14:10:43,2015-09-28 14:11:21
Screen ,2015-09-28 13:53:27,2015-09-28 13:53:53
Screen ,2015-09-28 13:45:29,2015-09-28 13:45:55
Screen ,2015-09-28 13:44:37,2015-09-28 13:44:41
Screen ,2015-09-28 13:41:47,2015-09-28 13:43:04
Screen ,2015-09-28 13:38:35,2015-09-28 13:38:52
Screen ,2015-09-28 13:36:10,2015-09-28 13:36:48
Screen ,2015-09-28 13:29:16,2015-09-28 13:33:18
Screen ,2015-09-28 13:28:33,2015-09-28 13:28:40
Screen ,2015-09-28 13:26:27,2015-09-28 13:26:42
Screen ,2015-09-28 12:56:28,2015-09-28 12:56:48
Screen ,2015-09-28 12:43:51,2015-09-28 12:43:58
Screen ,2015-09-28 12:43:41,2015-09-28 12:43:46
Screen ,2015-09-28 12:41:23,2015-09-28 12:41:56
Screen ,2015-09-28 11:51:17,2015-09-28 11:51:40
Screen ,2015-09-28 11:33:25,2015-09-28 11:33:50
Screen ,2015-09-28 11:23:57,2015-09-28 11:24:23
Screen ,2015-09-28 11:21:38,2015-09-28 11:21:53
Screen ,2015-09-28 11:10:39,2015-09-28 11:10:44
Screen ,2015-09-28 11:09:27,2015-09-28 11:09:35
Screen ,2015-09-28 10:59:06,2015-09-28 10:59:12
Screen ,2015-09-28 10:58:20,2015-09-28 10:58:58
Screen ,2015-09-28 10:42:47,2015-09-28 10:42:53
Screen ,2015-09-28 10:31:47,2015-09-28 10:32:05
Screen ,2015-09-28 10:25:34,2015-09-28 10:25:43
Screen ,2015-09-28 10:23:40,2015-09-28 10:25:10
Screen ,2015-09-28 10:21:04,2015-09-28 10:21:14
Screen ,2015-09-28 10:18:22,2015-09-28 10:18:41
Screen ,2015-09-28 09:05:34,2015-09-28 09:05:40
Screen ,2015-09-28 09:03:15,2015-09-28 09:03:25
Screen ,2015-09-28 09:01:46,2015-09-28 09:02:12
Screen ,2015-09-28 09:00:29,2015-09-28 09:01:03
WORK,2015-09-28 08:54:42,2015-09-28 16:53:44
Screen ,2015-09-28 08:54:35,2015-09-28 08:55:30
Screen ,2015-09-28 08:51:09,2015-09-28 08:51:33
Driving,2015-09-28 08:39:42,2015-09-28 08:51:13
Screen ,2015-09-28 08:39:34,2015-09-28 08:39:53
Screen ,2015-09-28 08:33:45,2015-09-28 08:33:49
Screen ,2015-09-28 08:31:21,2015-09-28 08:32:19
Screen ,2015-09-28 08:16:51,2015-09-28 08:17:52
Screen ,2015-09-28 08:14:09,2015-09-28 08:15:17
Home ,2015-09-28 08:03:27,2015-09-28 08:40:30
Screen ,2015-09-28 08:03:23,2015-09-28 08:04:35
Screen ,2015-09-28 08:01:23,2015-09-28 08:01:28
Screen ,2015-09-28 07:58:24,2015-09-28 08:00:42
Screen ,2015-09-28 07:56:53,2015-09-28 07:58:24
Screen ,2015-09-28 07:52:54,2015-09-28 07:56:52
Screen ,2015-09-28 07:47:02,2015-09-28 07:47:19
Screen ,2015-09-28 07:38:47,2015-09-28 07:42:02
Screen ,2015-09-28 07:36:34,2015-09-28 07:38:46
Screen ,2015-09-28 07:33:18,2015-09-28 07:36:31
Screen ,2015-09-28 07:30:36,2015-09-28 07:31:57
Screen ,2015-09-28 07:30:07,2015-09-28 07:30:36
Screen ,2015-09-28 07:30:01,2015-09-28 07:30:07
Screen ,2015-09-28 07:20:01,2015-09-28 07:20:10
Screen ,2015-09-28 07:10:01,2015-09-28 07:10:17
Screen ,2015-09-28 07:00:01,2015-09-28 07:00:23
Screen ,2015-09-28 05:45:11,2015-09-28 05:45:41
Screen ,2015-09-28 05:37:44,2015-09-28 05:41:00
Screen ,2015-09-28 05:30:03,2015-09-28 05:37:44
Screen ,2015-09-27 23:00:20,2015-09-27 23:01:27
Screen ,2015-09-27 22:18:33,2015-09-27 22:44:24
Screen ,2015-09-27 22:18:26,2015-09-27 22:18:32
Screen ,2015-09-27 22:17:00,2015-09-27 22:17:00
Screen ,2015-09-27 22:15:03,2015-09-27 22:16:54
Home ,2015-09-27 22:09:47,2015-09-28 07:56:53
Screen ,2015-09-27 22:06:19,2015-09-27 22:06:33
Screen ,2015-09-27 22:01:32,2015-09-27 22:01:32
Screen ,2015-09-27 21:50:13,2015-09-27 21:50:44
Screen ,2015-09-27 21:34:07,2015-09-27 21:41:51
Screen ,2015-09-27 21:33:48,2015-09-27 21:34:06
Screen ,2015-09-27 21:24:14,2015-09-27 21:26:49
Home ,2015-09-27 21:21:39,2015-09-27 22:04:57
Screen ,2015-09-27 21:21:25,2015-09-27 21:22:10
Screen ,2015-09-27 21:03:23,2015-09-27 21:03:41
Screen ,2015-09-27 21:02:59,2015-09-27 21:03:13
Driving,2015-09-27 21:02:06,2015-09-27 21:21:39
Driving,2015-09-27 21:01:05,2015-09-27 21:02:06
Screen ,2015-09-27 21:00:49,2015-09-27 21:02:08
Screen ,2015-09-27 21:00:20,2015-09-27 21:00:25
Screen ,2015-09-27 20:52:02,2015-09-27 20:58:16
Screen ,2015-09-27 20:50:46,2015-09-27 20:51:56
Screen ,2015-09-27 20:45:38,2015-09-27 20:47:10
Screen ,2015-09-27 20:44:46,2015-09-27 20:45:22
Screen ,2015-09-27 20:41:12,2015-09-27 20:42:12
Screen ,2015-09-27 20:39:40,2015-09-27 20:39:41
Screen ,2015-09-27 20:39:11,2015-09-27 20:39:17
Screen ,2015-09-27 20:35:58,2015-09-27 20:36:47
Screen ,2015-09-27 20:35:37,2015-09-27 20:35:54
Screen ,2015-09-27 20:34:45,2015-09-27 20:35:10
Screen ,2015-09-27 20:33:38,2015-09-27 20:34:35
Screen ,2015-09-27 20:33:09,2015-09-27 20:33:33
Screen ,2015-09-27 20:29:55,2015-09-27 20:31:36
Screen ,2015-09-27 17:42:27,2015-09-27 17:42:49
Screen ,2015-09-27 17:39:54,2015-09-27 17:40:00
Screen ,2015-09-27 17:36:54,2015-09-27 17:37:00
Screen ,2015-09-27 17:35:49,2015-09-27 17:36:13
Screen ,2015-09-27 17:34:53,2015-09-27 17:35:08
Screen ,2015-09-27 17:30:04,2015-09-27 17:30:19
Screen ,2015-09-27 17:22:22,2015-09-27 17:23:29
Screen ,2015-09-27 17:19:56,2015-09-27 17:21:32
Screen ,2015-09-27 17:19:30,2015-09-27 17:19:52
Screen ,2015-09-27 17:17:47,2015-09-27 17:18:24
Screen ,2015-09-27 17:16:37,2015-09-27 17:17:06
Screen ,2015-09-27 17:10:53,2015-09-27 17:16:10
Screen ,2015-09-27 17:07:26,2015-09-27 17:10:30
Screen ,2015-09-27 16:52:02,2015-09-27 16:57:45
Screen ,2015-09-27 16:51:28,2015-09-27 16:51:38
Screen ,2015-09-27 16:50:33,2015-09-27 16:50:48
Screen ,2015-09-27 16:49:01,2015-09-27 16:49:44
Screen ,2015-09-27 16:47:57,2015-09-27 16:48:03
Screen ,2015-09-27 16:46:46,2015-09-27 16:47:33
Screen ,2015-09-27 16:42:05,2015-09-27 16:43:01
Screen ,2015-09-27 16:27:59,2015-09-27 16:28:04
Screen ,2015-09-27 16:22:18,2015-09-27 16:22:50
Screen ,2015-09-27 16:20:18,2015-09-27 16:20:23
Screen ,2015-09-27 16:20:07,2015-09-27 16:20:17
Screen ,2015-09-27 16:02:33,2015-09-27 16:02:41
Screen ,2015-09-27 16:00:37,2015-09-27 16:01:30
Screen ,2015-09-27 15:58:55,2015-09-27 15:58:59
Screen ,2015-09-27 15:51:10,2015-09-27 15:51:20
Screen ,2015-09-27 15:45:43,2015-09-27 15:45:47
Screen ,2015-09-27 15:45:27,2015-09-27 15:45:32
Screen ,2015-09-27 15:43:05,2015-09-27 15:43:23
Screen ,2015-09-27 15:40:19,2015-09-27 15:41:05
Screen ,2015-09-27 15:36:27,2015-09-27 15:39:25
Screen ,2015-09-27 15:33:34,2015-09-27 15:34:37
Screen ,2015-09-27 15:32:21,2015-09-27 15:32:26
Screen ,2015-09-27 15:27:57,2015-09-27 15:28:28
Screen ,2015-09-27 15:22:23,2015-09-27 15:22:45
Screen ,2015-09-27 15:19:54,2015-09-27 15:19:59
Screen ,2015-09-27 15:12:09,2015-09-27 15:12:25
Screen ,2015-09-27 15:11:20,2015-09-27 15:12:03
Screen ,2015-09-27 15:10:08,2015-09-27 15:10:09
Screen ,2015-09-27 15:08:47,2015-09-27 15:09:17
Screen ,2015-09-27 15:07:02,2015-09-27 15:07:09
Screen ,2015-09-27 15:04:36,2015-09-27 15:05:29
Screen ,2015-09-27 15:01:39,2015-09-27 15:02:16
Screen ,2015-09-27 14:53:08,2015-09-27 14:55:29
Screen ,2015-09-27 14:52:54,2015-09-27 14:53:05
Screen ,2015-09-27 14:51:09,2015-09-27 14:51:49
Screen ,2015-09-27 14:50:33,2015-09-27 14:50:47
Screen ,2015-09-27 14:46:07,2015-09-27 14:46:48
Screen ,2015-09-27 14:42:44,2015-09-27 14:43:11
Screen ,2015-09-27 14:41:54,2015-09-27 14:42:43
Screen ,2015-09-27 14:37:59,2015-09-27 14:41:53
Screen ,2015-09-27 14:36:01,2015-09-27 14:36:51
Screen ,2015-09-27 14:34:36,2015-09-27 14:36:00
Screen ,2015-09-27 14:29:05,2015-09-27 14:34:35
Screen ,2015-09-27 10:44:58,2015-09-27 10:45:03
Screen ,2015-09-27 10:37:37,2015-09-27 10:37:48
Screen ,2015-09-27 10:35:16,2015-09-27 10:36:43
Screen ,2015-09-27 10:27:42,2015-09-27 10:35:16
Screen ,2015-09-27 10:25:41,2015-09-27 10:25:57
Screen ,2015-09-27 10:25:05,2015-09-27 10:25:12
Screen ,2015-09-27 10:24:23,2015-09-27 10:25:04
Screen ,2015-09-27 10:15:16,2015-09-27 10:15:28
Screen ,2015-09-27 10:13:21,2015-09-27 10:14:48
Screen ,2015-09-27 10:11:41,2015-09-27 10:12:04
Screen ,2015-09-27 10:11:04,2015-09-27 10:11:33
Screen ,2015-09-27 10:09:07,2015-09-27 10:09:22
Screen ,2015-09-27 10:04:51,2015-09-27 10:06:06
Screen ,2015-09-27 10:03:59,2015-09-27 10:04:05
Screen ,2015-09-27 10:03:19,2015-09-27 10:03:50
Screen ,2015-09-27 10:02:56,2015-09-27 10:03:08
Screen ,2015-09-27 10:01:29,2015-09-27 10:02:35
Screen ,2015-09-27 10:00:07,2015-09-27 10:00:31
Screen ,2015-09-27 09:55:18,2015-09-27 09:55:31
Screen ,2015-09-27 09:53:25,2015-09-27 09:53:52
Screen ,2015-09-27 09:52:21,2015-09-27 09:52:35
Screen ,2015-09-27 09:51:49,2015-09-27 09:52:05
Screen ,2015-09-27 09:51:23,2015-09-27 09:51:28
Screen ,2015-09-27 09:50:29,2015-09-27 09:50:34
Screen ,2015-09-27 09:44:22,2015-09-27 09:46:11
Screen ,2015-09-27 09:43:14,2015-09-27 09:43:28
Screen ,2015-09-27 09:38:45,2015-09-27 09:43:14
Screen ,2015-09-27 09:37:05,2015-09-27 09:38:16
Screen ,2015-09-27 09:36:25,2015-09-27 09:37:05
Screen ,2015-09-27 09:25:30,2015-09-27 09:36:21
Screen ,2015-09-27 09:22:27,2015-09-27 09:24:19
Screen ,2015-09-27 09:11:36,2015-09-27 09:11:42
Screen ,2015-09-27 09:07:59,2015-09-27 09:08:10
Screen ,2015-09-27 09:05:48,2015-09-27 09:06:20
Screen ,2015-09-27 09:03:11,2015-09-27 09:03:41
Driving,2015-09-27 09:00:19,2015-09-27 09:25:34
Screen ,2015-09-27 09:00:09,2015-09-27 09:00:38
Screen ,2015-09-27 08:58:36,2015-09-27 08:58:54
Screen ,2015-09-27 08:42:32,2015-09-27 08:58:21
Screen ,2015-09-27 08:31:45,2015-09-27 08:40:01
Screen ,2015-09-27 08:29:50,2015-09-27 08:30:50
Screen ,2015-09-27 08:18:37,2015-09-27 08:29:46
Screen ,2015-09-27 08:16:34,2015-09-27 08:18:27
Screen ,2015-09-27 08:15:05,2015-09-27 08:15:54
Screen ,2015-09-27 08:12:49,2015-09-27 08:13:22
Screen ,2015-09-27 08:07:03,2015-09-27 08:08:44
Driving,2015-09-27 08:03:04,2015-09-27 08:06:00
Screen ,2015-09-27 08:02:32,2015-09-27 08:02:59
Screen ,2015-09-27 08:01:42,2015-09-27 08:02:18
Screen ,2015-09-27 08:01:11,2015-09-27 08:01:18
Screen ,2015-09-27 07:59:28,2015-09-27 07:59:53
Screen ,2015-09-27 07:57:53,2015-09-27 07:58:11
Screen ,2015-09-27 07:55:55,2015-09-27 07:56:10
Screen ,2015-09-27 07:54:19,2015-09-27 07:54:33
Screen ,2015-09-27 07:52:31,2015-09-27 07:53:01
Screen ,2015-09-27 07:51:20,2015-09-27 07:51:46
Screen ,2015-09-27 07:48:44,2015-09-27 07:48:53
Screen ,2015-09-27 07:47:11,2015-09-27 07:48:08
Screen ,2015-09-27 07:45:46,2015-09-27 07:45:55
Screen ,2015-09-27 07:43:33,2015-09-27 07:45:10
Screen ,2015-09-27 07:40:24,2015-09-27 07:40:59
Screen ,2015-09-27 07:38:35,2015-09-27 07:38:57
Screen ,2015-09-27 07:37:35,2015-09-27 07:37:37
GYM,2015-09-27 07:36:31,2015-09-27 08:02:46
Screen ,2015-09-27 07:36:15,2015-09-27 07:36:33
Home ,2015-09-27 07:33:54,2015-09-27 09:01:00
Screen ,2015-09-27 07:32:30,2015-09-27 07:33:16
Driving,2015-09-27 07:32:04,2015-09-27 07:36:19
Screen ,2015-09-27 07:32:03,2015-09-27 07:32:13
Screen ,2015-09-27 07:29:56,2015-09-27 07:30:05
Screen ,2015-09-27 07:26:34,2015-09-27 07:26:59
Screen ,2015-09-27 07:25:47,2015-09-27 07:26:33
Screen ,2015-09-27 07:23:51,2015-09-27 07:25:14
Screen ,2015-09-27 07:23:29,2015-09-27 07:23:46
Screen ,2015-09-27 07:20:13,2015-09-27 07:20:30
Screen ,2015-09-27 07:11:09,2015-09-27 07:19:43
Screen ,2015-09-27 07:00:33,2015-09-27 07:10:33
Screen ,2015-09-27 06:58:53,2015-09-27 06:59:50
Screen ,2015-09-27 06:46:22,2015-09-27 06:58:37
Screen ,2015-09-27 06:41:07,2015-09-27 06:46:03
Screen ,2015-09-27 06:40:55,2015-09-27 06:40:56
Screen ,2015-09-27 06:34:59,2015-09-27 06:40:49
Screen ,2015-09-27 06:22:44,2015-09-27 06:34:37
Screen ,2015-09-27 05:58:53,2015-09-27 05:58:54
Screen ,2015-09-27 05:58:16,2015-09-27 05:58:18
Screen ,2015-09-27 05:57:39,2015-09-27 05:57:40
Screen ,2015-09-27 05:30:03,2015-09-27 05:35:51
Screen ,2015-09-26 22:03:28,2015-09-26 22:38:03
Screen ,2015-09-26 22:02:17,2015-09-26 22:02:29
Screen ,2015-09-26 21:59:59,2015-09-26 22:00:27
Screen ,2015-09-26 20:57:42,2015-09-26 21:49:19
Screen ,2015-09-26 20:56:58,2015-09-26 20:57:41
Screen ,2015-09-26 20:56:55,2015-09-26 20:56:58
Screen ,2015-09-26 20:56:54,2015-09-26 20:56:54
Screen ,2015-09-26 20:56:30,2015-09-26 20:56:54
Screen ,2015-09-26 20:56:19,2015-09-26 20:56:26
Screen ,2015-09-26 19:06:00,2015-09-26 19:06:33
Screen ,2015-09-26 17:54:50,2015-09-26 18:01:00
Screen ,2015-09-26 17:42:18,2015-09-26 17:42:39
Screen ,2015-09-26 17:26:25,2015-09-26 17:28:02
Screen ,2015-09-26 17:26:08,2015-09-26 17:26:17
Screen ,2015-09-26 17:26:07,2015-09-26 17:26:07
Screen ,2015-09-26 17:18:13,2015-09-26 17:19:12
Screen ,2015-09-26 15:14:53,2015-09-26 15:15:13
Screen ,2015-09-26 15:08:55,2015-09-26 15:10:41
Screen ,2015-09-26 15:05:11,2015-09-26 15:08:51
Screen ,2015-09-26 15:03:03,2015-09-26 15:05:04
Screen ,2015-09-26 15:01:25,2015-09-26 15:02:12
Screen ,2015-09-26 14:59:57,2015-09-26 15:00:13
Screen ,2015-09-26 14:59:22,2015-09-26 14:59:28
Screen ,2015-09-26 14:41:25,2015-09-26 14:41:51
Screen ,2015-09-26 14:41:21,2015-09-26 14:41:24
Screen ,2015-09-26 14:40:36,2015-09-26 14:41:19
Screen ,2015-09-26 14:39:37,2015-09-26 14:40:35
Screen ,2015-09-26 14:39:33,2015-09-26 14:39:35
Screen ,2015-09-26 14:38:28,2015-09-26 14:39:04
Screen ,2015-09-26 14:35:51,2015-09-26 14:36:07
Screen ,2015-09-26 14:35:12,2015-09-26 14:35:38
Screen ,2015-09-26 14:34:08,2015-09-26 14:35:09
Screen ,2015-09-26 14:33:49,2015-09-26 14:34:06
Screen ,2015-09-26 14:32:14,2015-09-26 14:33:45
Screen ,2015-09-26 14:23:31,2015-09-26 14:23:53
Home ,2015-09-26 14:23:29,2015-09-27 05:35:50
Screen ,2015-09-26 14:20:33,2015-09-26 14:20:40
Driving,2015-09-26 14:14:52,2015-09-26 14:23:30
Screen ,2015-09-26 14:07:39,2015-09-26 14:08:11
Screen ,2015-09-26 12:29:10,2015-09-26 12:32:10
Screen ,2015-09-26 12:28:50,2015-09-26 12:28:55
Screen ,2015-09-26 12:25:51,2015-09-26 12:26:41
Screen ,2015-09-26 12:16:16,2015-09-26 12:19:55
Screen ,2015-09-26 12:14:49,2015-09-26 12:15:10
Screen ,2015-09-26 12:10:58,2015-09-26 12:11:22
Screen ,2015-09-26 12:07:32,2015-09-26 12:10:09
Screen ,2015-09-26 11:47:55,2015-09-26 11:49:13
Screen ,2015-09-26 11:45:41,2015-09-26 11:47:53
Screen ,2015-09-26 11:44:04,2015-09-26 11:44:51
Screen ,2015-09-26 11:41:00,2015-09-26 11:41:57
Screen ,2015-09-26 11:38:28,2015-09-26 11:40:47
Screen ,2015-09-26 11:36:30,2015-09-26 11:36:36
Screen ,2015-09-26 11:28:36,2015-09-26 11:28:44
Driving,2015-09-26 11:26:47,2015-09-26 11:34:06
Screen ,2015-09-26 11:24:45,2015-09-26 11:25:21
Screen ,2015-09-26 10:26:05,2015-09-26 10:26:12
Sportrock,2015-09-26 10:03:21,2015-09-26 11:24:54
Screen ,2015-09-26 10:03:01,2015-09-26 10:03:28
Screen ,2015-09-26 09:49:57,2015-09-26 09:50:03
Screen ,2015-09-26 09:49:36,2015-09-26 09:49:45
Driving,2015-09-26 09:48:23,2015-09-26 09:58:18
Screen ,2015-09-26 09:46:37,2015-09-26 09:46:48
Screen ,2015-09-26 09:35:33,2015-09-26 09:36:02
Screen ,2015-09-26 08:53:10,2015-09-26 08:53:17
Screen ,2015-09-26 08:48:28,2015-09-26 08:48:58
Home ,2015-09-26 08:42:51,2015-09-26 09:49:05
Screen ,2015-09-26 08:42:37,2015-09-26 08:42:51
Screen ,2015-09-26 08:36:30,2015-09-26 08:37:15
Screen ,2015-09-26 08:34:23,2015-09-26 08:34:33
Screen ,2015-09-26 08:32:48,2015-09-26 08:33:13
Screen ,2015-09-26 08:30:46,2015-09-26 08:31:24
Screen ,2015-09-26 08:30:16,2015-09-26 08:30:20
Screen ,2015-09-26 08:29:30,2015-09-26 08:29:37
Screen ,2015-09-26 08:28:00,2015-09-26 08:28:05
Screen ,2015-09-26 08:12:28,2015-09-26 08:12:37
Screen ,2015-09-26 07:59:12,2015-09-26 07:59:26
Screen ,2015-09-26 07:58:45,2015-09-26 07:58:47
Screen ,2015-09-26 07:57:48,2015-09-26 07:57:55
Screen ,2015-09-26 07:54:38,2015-09-26 07:55:02
Screen ,2015-09-26 07:53:16,2015-09-26 07:53:21
Screen ,2015-09-26 07:29:02,2015-09-26 07:52:37
Screen ,2015-09-26 07:25:53,2015-09-26 07:27:18
Home ,2015-09-26 07:21:50,2015-09-26 08:00:37
Driving,2015-09-26 07:18:54,2015-09-26 07:21:57
Screen ,2015-09-26 07:17:26,2015-09-26 07:18:40
Screen ,2015-09-26 07:16:05,2015-09-26 07:16:37
Screen ,2015-09-26 07:14:20,2015-09-26 07:14:33
Screen ,2015-09-26 07:12:10,2015-09-26 07:12:36
Screen ,2015-09-26 07:09:49,2015-09-26 07:10:28
Screen ,2015-09-26 07:06:49,2015-09-26 07:07:03
Screen ,2015-09-26 07:05:31,2015-09-26 07:05:46
Screen ,2015-09-26 07:03:42,2015-09-26 07:04:03
Screen ,2015-09-26 07:01:24,2015-09-26 07:01:51
Screen ,2015-09-26 06:59:38,2015-09-26 07:00:22
Screen ,2015-09-26 06:57:44,2015-09-26 06:58:09
Screen ,2015-09-26 06:55:14,2015-09-26 06:56:38
GYM,2015-09-26 06:51:31,2015-09-26 07:22:00
Screen ,2015-09-26 06:51:11,2015-09-26 06:52:30
Screen ,2015-09-26 06:46:17,2015-09-26 06:46:19
Driving,2015-09-26 06:44:19,2015-09-26 06:47:37
Screen ,2015-09-26 06:42:52,2015-09-26 06:42:52
Screen ,2015-09-26 06:38:40,2015-09-26 06:39:20
Screen ,2015-09-26 06:36:05,2015-09-26 06:38:16
Screen ,2015-09-26 05:53:02,2015-09-26 06:34:08
Screen ,2015-09-26 05:45:19,2015-09-26 05:53:00
Screen ,2015-09-26 05:39:06,2015-09-26 05:45:13
Screen ,2015-09-26 05:30:02,2015-09-26 05:39:05
Screen ,2015-09-25 22:33:03,2015-09-25 23:16:02
Screen ,2015-09-25 21:32:09,2015-09-25 21:40:55
Screen ,2015-09-25 21:32:08,2015-09-25 21:32:08
Screen ,2015-09-25 20:06:02,2015-09-25 20:06:38
Screen ,2015-09-25 20:04:41,2015-09-25 20:04:43
Screen ,2015-09-25 20:01:56,2015-09-25 20:02:28
Home ,2015-09-25 20:01:55,2015-09-26 06:44:58
Screen ,2015-09-25 19:39:51,2015-09-25 19:39:57
